iter	Logloss
218	0.2662302401
219	0.266229839
220	0.2662169926
221	0.2661942875
222	0.2661813829
223	0.2661565775
224	0.266141245
225	0.2661264862
226	0.2661118881
227	0.2660905704
228	0.2660784796
229	0.2660587584
230	0.2660418682
231	0.2660061578
232	0.2659910772
233	0.2659798255
234	0.2659655084
235	0.2659386393
236	0.2659276007
237	0.2659035819
238	0.2658909544
239	0.2658810919
240	0.2658567146
241	0.26583524
242	0.2658241451
243	0.2658008801
244	0.2657842824
245	0.2657709399
246	0.2657527805
247	0.2657298565
248	0.2657062562
249	0.2656807048
250	0.2656647872
251	0.2656483116
252	0.2656381855
253	0.2656011498
254	0.2655806536
255	0.2655566949
256	0.2655440441
257	0.2655080935
258	0.2654947839
259	0.2654748651
260	0.2654479147
261	0.2654298212
262	0.2654115552
263	0.265392923
264	0.2653811578
265	0.2653517349
266	0.2653275127
267	0.2653019283
268	0.2652818739
269	0.2652599109
270	0.2652488064
271	0.2652351462
272	0.2652152235
273	0.2651967715
274	0.2651808268
275	0.265158984
276	0.2651414621
277	0.2651210492
278	0.2651045484
279	0.2650816612
280	0.2650608123
281	0.2650505584
282	0.265032711
283	0.2650200699
284	0.2650017167
285	0.2649854543
286	0.2649709976
287	0.2649541132
288	0.2649431055
289	0.2649281742
290	0.264909947
291	0.2648920414
292	0.264859904
293	0.2648414152
294	0.2648248446
295	0.2647963363
296	0.2647809032
297	0.2647597327
298	0.2647377775
299	0.2647282599
300	0.2647122667
301	0.2646923518
302	0.2646695731
303	0.2646556435
304	0.2646407103
305	0.2646204446
306	0.2645992393
307	0.264573899
308	0.2645564837
309	0.264541035
310	0.2645309497
311	0.2645088666
312	0.2644863475
313	0.2644661904
314	0.2644522221
315	0.2644396818
316	0.2644257464
317	0.2644089104
318	0.2643891679
319	0.264377672
320	0.2643608321
321	0.2643412776
322	0.2643287974
323	0.2643163016
324	0.264296348
325	0.2642774174
326	0.2642628891
327	0.2642412051
328	0.2642268396
329	0.2642031521
330	0.2641904975
331	0.2641733147
332	0.2641563721
333	0.2641358081
334	0.2641172689
335	0.2640986231
336	0.2640803184
337	0.2640635463
338	0.2640455342
339	0.2640241331
340	0.2640108526
341	0.2639974966
342	0.2639798913
343	0.2639646907
344	0.263946663
345	0.2639331307
346	0.2639153394
347	0.2638996815
348	0.2638863564
349	0.2638751066
350	0.2638589255
351	0.2638494001
352	0.2638347652
353	0.2638217522
354	0.2638015699
355	0.2637877817
356	0.2637695041
357	0.2637565337
358	0.2637445688
359	0.2637252217
360	0.2637072211
361	0.2636913481
362	0.2636773352
363	0.2636634308
364	0.263642332
365	0.2636246977
366	0.2636175983
367	0.2636043023
368	0.2635885552
369	0.2635752244
370	0.2635585434
371	0.263540413
372	0.2635230403
373	0.263507578
374	0.2634934276
375	0.2634789826
376	0.2634672735
377	0.2634572735
378	0.2634437508
379	0.2634287633
380	0.263410848
381	0.263399974
382	0.2633802141
383	0.2633599989
384	0.2633456121
385	0.2633312795
386	0.2633145384
387	0.2633011707
388	0.2632854333
389	0.2632692968
390	0.2632526855
391	0.2632383665
392	0.2632251267
393	0.2632088449
394	0.2631959325
395	0.2631787497
396	0.2631637622
397	0.2631530859
398	0.2631390497
399	0.2631246396
400	0.2631074102
401	0.2630947033
402	0.2630770438
403	0.2630663152
404	0.2630484813
405	0.2630327885
406	0.2630141214
407	0.2629973048
408	0.2629870082
409	0.2629755918
410	0.2629652778
411	0.2629534292
412	0.2629353299
413	0.2629225784
414	0.2629091409
415	0.2628929424
416	0.262880561
417	0.2628671623
418	0.2628524461
419	0.2628382181
420	0.2628269043
421	0.262814922
422	0.2628020271
423	0.2627817596
424	0.2627732166
425	0.2627616219
426	0.262748167
427	0.2627378763
428	0.2627271167
429	0.2627100675
430	0.2626981201
431	0.2626837313
432	0.2626671084
433	0.2626537117
434	0.2626397938
435	0.2626274317
436	0.2626147442
437	0.2625994311
438	0.2625843622
439	0.2625718277
440	0.2625603027
441	0.2625508239
442	0.2625406455
443	0.2625236196
444	0.2625137881
445	0.2624969947
446	0.2624819007
447	0.2624676029
448	0.262457101
449	0.2624427451
450	0.2624287051
451	0.2624130239
452	0.2623979938
453	0.2623849671
454	0.2623691193
455	0.2623558776
456	0.2623424654
457	0.2623282335
458	0.2623127655
459	0.2623021163
460	0.2622827672
461	0.2622629181
462	0.2622503294
463	0.2622362991
464	0.2622232744
465	0.2622109065
466	0.2621947215
467	0.2621822142
468	0.2621655118
469	0.2621503015
470	0.2621358546
471	0.2621249864
472	0.2621093944
473	0.262088563
474	0.2620761041
475	0.2620654781
476	0.2620497156
477	0.2620409478
478	0.2620185353
479	0.2620072099
480	0.2619938655
481	0.2619830322
482	0.2619664249
483	0.2619554986
484	0.2619441654
485	0.2619336809
486	0.2619201873
487	0.2619064069
488	0.2618906483
489	0.2618748837
490	0.2618579063
491	0.2618465692
492	0.2618300103
493	0.2618081365
494	0.261794608
495	0.2617803413
496	0.2617618331
497	0.2617520093
498	0.2617387327
499	0.2617285718
500	0.2617208233
501	0.261710612
502	0.2617027433
503	0.2616930222
504	0.2616774728
505	0.2616665155
506	0.2616530316
507	0.2616416539
508	0.2616298014
509	0.2616154126
510	0.2616057206
511	0.2615886211
512	0.2615762765
513	0.2615646469
514	0.2615524573
515	0.261533796
516	0.2615233426
517	0.2615076652
518	0.2614961054
519	0.2614855938
520	0.2614767718
521	0.2614652216
522	0.2614512843
523	0.2614333709
524	0.261424547
525	0.2614106135
526	0.2613991176
527	0.261380251
528	0.2613683346
529	0.2613511478
530	0.2613386773
531	0.2613241664
532	0.2613127732
533	0.2612984038
534	0.2612844025
535	0.2612720734
536	0.2612611045
537	0.2612462991
538	0.2612322145
539	0.2612159056
540	0.2612076222
541	0.2611934485
542	0.261177157
543	0.2611632545
544	0.2611560853
545	0.2611476373
546	0.2611383522
547	0.2611243141
548	0.2611104833
549	0.2610967204
550	0.2610886366
551	0.2610774623
552	0.2610631762
553	0.2610466599
554	0.261032802
555	0.2610242668
556	0.2610163303
557	0.2610036795
558	0.2609932241
559	0.2609807788
560	0.2609671108
561	0.2609530049
562	0.26093576
563	0.2609241091
564	0.2609134618
565	0.2609002763
566	0.2608904002
567	0.2608795612
568	0.2608624771
569	0.260847292
570	0.2608348234
571	0.2608254821
572	0.2608100741
573	0.2607969603
574	0.2607827129
575	0.2607666306
576	0.2607513796
577	0.260742482
578	0.260730866
579	0.2607118269
580	0.2606949366
581	0.2606858801
582	0.2606697378
583	0.2606602221
584	0.2606495013
585	0.2606363622
586	0.2606223513
587	0.2606115064
588	0.2605953524
589	0.2605844242
590	0.2605730039
591	0.2605620078
592	0.2605519768
593	0.2605353054
594	0.2605233193
595	0.2605103275
596	0.2605032998
597	0.2604907498
598	0.2604813562
599	0.2604694689
600	0.2604620187
601	0.2604457969
602	0.2604346362
603	0.2604244249
604	0.2604101582
605	0.260393421
606	0.2603829249
607	0.2603635506
608	0.2603507448
609	0.2603424111
610	0.2603257185
611	0.2603099559
612	0.2603002542
613	0.2602901301
614	0.2602736293
615	0.260259227
616	0.2602466072
617	0.2602366963
618	0.2602240591
619	0.2602101469
620	0.2601996973
621	0.2601819003
622	0.2601666841
623	0.2601533261
624	0.2601380538
625	0.2601229132
626	0.2601137114
627	0.2601020566
628	0.2600909114
629	0.2600805742
630	0.2600622307
631	0.2600512443
632	0.2600417267
633	0.2600337379
634	0.2600157238
635	0.26000584
636	0.2599948382
637	0.259983474
638	0.2599665992
639	0.2599515904
640	0.2599340258
641	0.2599213867
642	0.2599068545
643	0.2598963875
644	0.2598874977
645	0.2598741339
646	0.2598577726
647	0.2598454183
648	0.2598351896
649	0.2598202098
650	0.2598084
651	0.2597947397
652	0.2597798317
653	0.2597694518
654	0.2597555571
655	0.2597403429
656	0.2597226349
657	0.2597081841
658	0.2596890094
659	0.2596730647
660	0.2596614099
661	0.2596480035
662	0.2596352927
663	0.2596271023
664	0.25960866
665	0.2595987026
666	0.2595853892
667	0.2595729515
668	0.2595643136
669	0.2595557067
670	0.2595399945
671	0.2595275569
672	0.2595147221
673	0.2595015191
674	0.2594890834
675	0.2594794399
676	0.2594678277
677	0.259454896
678	0.259438122
679	0.2594257774
680	0.2594111793
681	0.2593954671
682	0.2593839383
683	0.2593690244
684	0.2593563368
685	0.2593447556
686	0.2593348834
687	0.2593231608
688	0.259312905
689	0.2593035617
690	0.2592935171
691	0.2592785761
692	0.2592683028
693	0.2592548518
694	0.259242577
695	0.2592306044
696	0.2592194708
697	0.2592076881
698	0.25918924
699	0.2591749752
700	0.2591572866
701	0.2591461317
702	0.259137145
703	0.2591229597
704	0.2591088654
705	0.2590963735
706	0.2590822425
707	0.2590679932
708	0.2590574583
709	0.259051535
710	0.259030194
711	0.2590148422
712	0.2590000019
713	0.2589885545
714	0.2589762757
715	0.2589612533
716	0.2589547313
717	0.2589453435
718	0.2589296836
719	0.2589143938
720	0.2589040779
721	0.2588846687
722	0.2588733743
723	0.2588603884
724	0.2588465944
725	0.2588333159
726	0.2588204191
727	0.2588068499
728	0.258789669
729	0.2587726101
730	0.2587549041
731	0.2587441755
732	0.258733069
733	0.2587217184
734	0.2587071262
735	0.258695235
736	0.2586788737
737	0.2586663005
738	0.2586546728
739	0.2586431904
740	0.258630809
741	0.2586208031
742	0.2586100396
743	0.2585968056
744	0.2585885204
745	0.2585782994
746	0.2585669178
747	0.2585561717
748	0.2585418953
749	0.2585311899
750	0.2585166713
751	0.2585042841
752	0.2584923948
753	0.2584779285
754	0.2584697459
755	0.2584545298
756	0.2584413811
757	0.2584207783
758	0.2584090867
759	0.2583983309
760	0.2583841301
761	0.2583707489
762	0.2583572262
763	0.2583467901
764	0.2583313046
765	0.2583200238
766	0.2583077664
767	0.2582993358
768	0.2582914497
769	0.2582745768
770	0.2582604864
771	0.2582449176
772	0.2582336135
773	0.2582195871
774	0.2582094727
775	0.2582013656
776	0.2581878836
777	0.2581718188
778	0.2581601349
779	0.2581515319
780	0.258140408
781	0.2581297627
782	0.2581212216
783	0.2581094816
784	0.2580933586
785	0.2580769857
786	0.2580655266
787	0.2580527344
788	0.2580399906
789	0.2580287815
790	0.2580134142
791	0.2580031951
792	0.2579913659
793	0.2579837511
794	0.2579740823
795	0.2579631793
796	0.2579536966
797	0.257946322
798	0.25793694
799	0.2579263393
800	0.2579127798
801	0.2579012626
802	0.2578905533
803	0.2578720064
804	0.2578606519
805	0.257847385
806	0.2578360441
807	0.257820886
808	0.2578116629
809	0.2577988087
810	0.2577845459
811	0.2577746059
812	0.2577537183
813	0.2577470878
814	0.2577348071
815	0.2577163357
816	0.2577061244
817	0.2576889532
818	0.257673925
819	0.2576610747
820	0.2576473292
821	0.2576405456
822	0.2576326788
823	0.2576167418
824	0.2575978364
825	0.257589493
826	0.2575713704
827	0.257554083
828	0.2575396496
829	0.2575293841
830	0.2575208236
831	0.2575098703
832	0.2574963786
833	0.2574895058
834	0.2574769927
835	0.2574627666
836	0.2574471959
837	0.2574397186
838	0.2574308869
839	0.257420073
840	0.2574083155
841	0.2573998055
842	0.2573895961
843	0.257375465
844	0.2573647732
845	0.2573513862
846	0.2573360615
847	0.2573234902
848	0.2573098881
849	0.2572953404
850	0.2572808508
851	0.2572624124
852	0.2572482387
853	0.2572362855
854	0.2572204784
855	0.2572107496
856	0.2572004898
857	0.2571909393
858	0.2571759886
859	0.2571603597
860	0.2571468893
861	0.2571312953
862	0.2571224559
863	0.2571119172
864	0.2571007138
865	0.2570853988
866	0.257072812
867	0.2570631375
868	0.2570462918
869	0.2570352841
870	0.2570267198
871	0.2570166306
872	0.2570058981
873	0.2569961654
874	0.2569866323
875	0.2569724702
876	0.2569650976
877	0.2569495636
878	0.2569405401
879	0.2569296042
880	0.2569133088
881	0.2569034056
882	0.2568982844
883	0.2568874066
884	0.2568786137
885	0.2568665016
886	0.2568561043
887	0.2568396209
888	0.2568303203
889	0.2568152766
890	0.2568072394
891	0.2567907424
892	0.2567846718
893	0.2567747338
894	0.2567633464
895	0.2567478085
896	0.2567327222
897	0.256716886
898	0.256705702
899	0.2566984708
900	0.2566824176
901	0.2566714274
902	0.2566599121
903	0.2566512645
904	0.2566388114
905	0.2566203691
906	0.2566034788
907	0.2565920313
908	0.2565779177
909	0.2565645461
910	0.2565523469
911	0.2565412791
912	0.2565341002
913	0.2565204652
914	0.2565065434
915	0.2564951385
916	0.2564833616
917	0.2564666961
918	0.2564529816
919	0.2564374981
920	0.2564285966
921	0.2564193057
922	0.2564066433
923	0.256390844
924	0.2563786195
925	0.2563654553
926	0.256354684
927	0.2563414442
928	0.2563257107
929	0.2563147476
930	0.2562996536
931	0.2562827982
932	0.2562700157
933	0.2562589809
934	0.2562453071
935	0.256233908
936	0.256221205
937	0.2562118094
938	0.2562039853
939	0.2561904704
940	0.2561792554
941	0.2561690403
942	0.2561605864
943	0.2561502414
944	0.2561327117
945	0.2561229287
946	0.2561118939
947	0.2560993555
948	0.2560864064
949	0.2560777142
950	0.2560725311
951	0.2560643156
952	0.2560473303
953	0.2560375163
954	0.2560296766
955	0.2560191495
956	0.2560043442
957	0.2559877775
958	0.2559744408
959	0.2559685989
960	0.2559572851
961	0.2559481821
962	0.2559393931
963	0.2559227159
964	0.2559066898
965	0.2558939713
966	0.255878292
967	0.2558683753
968	0.2558526573
969	0.2558334806
970	0.2558231143
971	0.2558059005
972	0.2557998241
973	0.2557871036
974	0.2557770628
975	0.2557687291
976	0.2557580663
977	0.2557446987
978	0.2557367215
979	0.2557250667
980	0.255712381
981	0.2557005828
982	0.2556884087
983	0.2556763994
984	0.2556640974
985	0.255654138
986	0.2556455253
987	0.2556339809
988	0.2556220025
989	0.2556129732
990	0.255600272
991	0.2555906556
992	0.255575205
993	0.2555667298
994	0.255549113
995	0.2555371249
996	0.2555280587
997	0.2555188763
998	0.2555047801
999	0.2554946502
